Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,231,Ethiopia,ETH,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,43998630,,,,43998630,,8004740,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,246,Finland,FIN,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,1198700,,,,1198700,,262631,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,262,Djibouti,DJI,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,49500000,,,,49500000,,7969500,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,268,Georgia,GEO,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,520911400,,,,520911400,,88444988,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,276,Germany,DEU,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,6027100,,,,6027100,,961670,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,288,Ghana,GHA,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,234300000,,,,234300000,,40856421,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,300,Greece,GRC,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,90962130,,,,90962130,,15391172,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,332,Haiti,HTI,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,27490800,,,,27490800,,5415679,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,352,Iceland,ISL,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,1990880,,,,1990880,,326503,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,360,Indonesia,IDN,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,1184059200,,,,1184059200,,200973059,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,364,Iran,IRN,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,174496730,,,,174496730,,30844096,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,376,Israel,ISR,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,603608200,,,,603608200,,105116701,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,381,Italy,ITA,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,110865100,,,,110865100,,24711172,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,384,Côte d'Ivoire,CIV,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,83775000,,,,83775000,,15592494,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,392,Japan,JPN,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,23078200,,,,23078200,,4047126,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,398,Kazakhstan,KAZ,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,39899416,,,,39899416,,6119392,,,6
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,400,Jordan,JOR,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,30250000,,,,30250000,,6131570,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,404,Kenya,KEN,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,642678600,,,,642678600,,116432842,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,408,Dem. People's Rep. of Korea,PRK,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,681100,,,,681100,,129409,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,410,Rep. of Korea,KOR,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,226792500,,,,226792500,,32033211,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,417,Kyrgyzstan,KGZ,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,20155,,,,20155,,6811,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,422,Lebanon,LBN,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,957865860,,,,957865860,,165323779,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,428,Latvia,LVA,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,545963950,,,,545963950,,83306064,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,434,Libya,LBY,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,310996100,,,,310996100,,55961193,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,454,Malawi,MWI,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,51973000,,,,51973000,,9695263,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,458,Malaysia,MYS,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,101450000,,,,101450000,,18476227,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,466,Mali,MLI,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,37750000,,,,37750000,,7075010,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,478,Mauritania,MRT,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,57977360,,,,57977360,,9863719,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,484,Mexico,MEX,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,366274370,,,,366274370,,65836142,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,496,Mongolia,MNG,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,20068650,,,,20068650,,3831028,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,504,Morocco,MAR,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,282770330,,,,282770330,,47384076,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,508,Mozambique,MOZ,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,269935300,,,,269935300,,50242835,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,512,Oman,OMN,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,363590300,,,,363590300,,67732513,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,528,Netherlands,NLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,9736650,,,,9736650,,2045220,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,558,Nicaragua,NIC,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,132480000,,,,132480000,,25062806,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,562,Niger,NER,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,2200000,,,,2200000,,418000,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,566,Nigeria,NGA,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,1386391500,,,,1386391500,,255804337,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,579,Norway,NOR,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,34556720,,,,34556720,,6440159,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,604,Peru,PER,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,128442200,,,,128442200,,25728043,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,608,Philippines,PHL,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,155649900,,,,155649900,,23919717,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,616,Poland,POL,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,3097650,,,,3097650,,722775,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,634,Qatar,QAT,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,97226100,,,,97226100,,17698914,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,642,Romania,ROU,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,12930960,,,,12930960,,2146973,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,646,Rwanda,RWA,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,79120000,,,,79120000,,14315615,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,686,Senegal,SEN,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,236872900,,,,236872900,,43020132,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,688,Serbia,SRB,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,10080,,,,10080,,2736,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,699,India,IND,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,383280800,,,,383280800,,63281733,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,704,Viet Nam,VNM,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,945847100,,,,945847100,,144628058,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,710,South Africa,ZAF,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,490482000,,,,490482000,,89543098,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,716,Zimbabwe,ZWE,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,675000,,,,675000,,353157,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,724,Spain,ESP,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,27494200,,,,27494200,,4096628,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,729,Sudan,SDN,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,1454593600,,,,1454593600,,263650715,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,752,Sweden,SWE,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,3844360,,,,3844360,,615097,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,757,Switzerland,CHE,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,106981500,,,,106981500,,18256259,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,760,Syria,SYR,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,165272720,,,,165272720,,30541829,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,762,Tajikistan,TJK,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,125000,,,,125000,,48800,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,764,Thailand,THA,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,65367000,,,,65367000,,10137953,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,768,Togo,TGO,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,37200000,,,,37200000,,6456748,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,784,United Arab Emirates,ARE,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,970737400,,,,970737400,,174231749,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,788,Tunisia,TUN,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,274407210,,,,274407210,,49336668,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,792,Turkey,TUR,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,3445172520,,,,3445172520,,550472396,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,800,Uganda,UGA,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,221334600,,,,221334600,,40559827,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,804,Ukraine,UKR,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,509720,,,,509720,,141107,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,818,Egypt,EGY,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,7835357000,,,,7835357000,,1433503030,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,834,United Rep. of Tanzania,TZA,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,680662400,,,,680662400,,122510381,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,854,Burkina Faso,BFA,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,76500000,,,,76500000,,13336028,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,860,Uzbekistan,UZB,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,240000,,,,240000,,198240,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,862,Venezuela,VEN,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,192366000,,,,192366000,,41783454,,,0
H5,2017,2017,2017,4,0,2,Export,643,Russian Federation,RUS,887,Yemen,YEM,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,1435239900,,,,1435239900,,266565470,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,0,World,WLD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,43965626394,,,,43965626394,,8432492719,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,4,Afghanistan,AFG,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,65000,,,,65000,,9721,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,8,Albania,ALB,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,183345950,,,,183345950,,35540558,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,12,Algeria,DZA,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,31207650,,,,31207650,,5082958,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,24,Angola,AGO,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,49479800,,,,49479800,,9709216,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,31,Azerbaijan,AZE,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,702352700,,,,702352700,,120753302,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,40,Austria,AUT,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,719350,,,,719350,,131641,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,50,Bangladesh,BGD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,1862358500,,,,1862358500,,367612605,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,51,Armenia,ARM,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,260155114,,,,260155114,,45071974,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,56,Belgium,BEL,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,32820000,,,,32820000,,5613594,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,76,Brazil,BRA,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,26229900,,,,26229900,,4668849,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,100,Bulgaria,BGR,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,5215740,,,,5215740,,857989,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,104,Myanmar,MMR,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,6876420,,,,6876420,,1710345,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,108,Burundi,BDI,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,53286140,,,,53286140,,10386038,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,112,Belarus,BLR,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,287134696,,,,287134696,,43440021,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,120,Cameroon,CMR,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,451925000,,,,451925000,,88041346,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,132,Cabo Verde,CPV,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,10000000,,,,10000000,,2122222,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,144,Sri Lanka,LKA,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,84082710,,,,84082710,,15413072,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,156,China,CHN,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,86748740,,,,86748740,,13898024,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,178,Congo,COG,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,133961100,,,,133961100,,26616553,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,180,Dem. Rep. of the Congo,COD,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,139966180,,,,139966180,,26071650,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,196,Cyprus,CYP,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,48423670,,,,48423670,,8758656,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,204,Benin,BEN,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,4500000,,,,4500000,,901350,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,208,Denmark,DNK,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,28886860,,,,28886860,,5197165,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,218,Ecuador,ECU,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,93196800,,,,93196800,,15364051,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,231,Ethiopia,ETH,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,245490700,,,,245490700,,47441965,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,232,Eritrea,ERI,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,27500000,,,,27500000,,5701025,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,246,Finland,FIN,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,5240500,,,,5240500,,1082165,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,251,France,FRA,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,22000,,,,22000,,6633,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,262,Djibouti,DJI,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,49031450,,,,49031450,,11012317,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,266,Gabon,GAB,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,10200000,,,,10200000,,2051700,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,268,Georgia,GEO,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,488844900,,,,488844900,,85932009,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,270,Gambia,GMB,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,6513190,,,,6513190,,1205766,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,275,State of Palestine,PSE,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,4496350,,,,4496350,,889412,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,276,Germany,DEU,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,43201800,,,,43201800,,7209472,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,288,Ghana,GHA,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,314140000,,,,314140000,,61278973,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,300,Greece,GRC,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,310219620,,,,310219620,,57481508,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,324,Guinea,GIN,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,178879730,,,,178879730,,36723720,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,332,Haiti,HTI,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,52220700,,,,52220700,,10253586,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,360,Indonesia,IDN,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,1374672500,,,,1374672500,,258855962,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,364,Iran,IRN,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,117709600,,,,117709600,,21415140,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,368,Iraq,IRQ,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,553538,,,,553538,,133611,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,372,Ireland,IRL,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,58805150,,,,58805150,,8695207,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,376,Israel,ISR,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,760268600,,,,760268600,,139470706,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,381,Italy,ITA,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,123998290,,,,123998290,,26856758,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,384,Côte d'Ivoire,CIV,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,115401000,,,,115401000,,23876077,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,392,Japan,JPN,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,48465940,,,,48465940,,9276842,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,398,Kazakhstan,KAZ,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,67325110,,,,67325110,,6892704,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,400,Jordan,JOR,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,112589890,,,,112589890,,21563231,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,404,Kenya,KEN,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,797927900,,,,797927900,,160493908,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,408,Dem. People's Rep. of Korea,PRK,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,2242000,,,,2242000,,1117161,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,410,Rep. of Korea,KOR,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,238765280,,,,238765280,,42875637,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,417,Kyrgyzstan,KGZ,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,5762,,,,5762,,2305,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,422,Lebanon,LBN,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,961896400,,,,961896400,,180913986,,,0
H5,2018,2018,2018,4,0,2,Export,643,Russian Federation,RUS,428,Latvia,LVA,,,,,,,,1001,Wheat and meslin,8,Weight in kilograms,1269388410,,,,1269388410,,221090897,,,0
